153. Danh mục xã, phường cũ
Mã|Tên|Huyện|Tỉnh
153.00009781|Xã Liên Hiệp|Huyện Phúc Thọ|Thành phố Hà Nội
153.00009784|Thị trấn Phùng|Huyện Đan Phượng|Thành phố Hà Nội
153.00009787|Xã Trung Châu|Huyện Đan Phượng|Thành phố Hà Nội
153.00009790|Xã Thọ An|Huyện Đan Phượng|Thành phố Hà Nội
153.00009793|Xã Thọ Xuân|Huyện Đan Phượng|Thành phố Hà Nội
153.00009796|Xã Hồng Hà|Huyện Đan Phượng|Thành phố Hà Nội
153.00009799|Xã Liên Hồng|Huyện Đan Phượng|Thành phố Hà Nội
153.00009802|Xã Liên Hà|Huyện Đan Phượng|Thành phố Hà Nội
153.00009805|Xã Hạ Mỗ|Huyện Đan Phượng|Thành phố Hà Nội
153.00009808|Xã Liên Trung|Huyện Đan Phượng|Thành phố Hà Nội
153.00009811|Xã Phương Đình|Huyện Đan Phượng|Thành phố Hà Nội
153.00009814|Xã Thượng Mỗ|Huyện Đan Phượng|Thành phố Hà Nội
153.00009817|Xã Tân Hội|Huyện Đan Phượng|Thành phố Hà Nội
153.00009820|Xã Tân Lập|Huyện Đan Phượng|Thành phố Hà Nội
153.00009823|Xã Đan Phượng|Huyện Đan Phượng|Thành phố Hà Nội
153.00009826|Xã Đồng Tháp|Huyện Đan Phượng|Thành phố Hà Nội
153.00009829|Xã Song Phượng|Huyện Đan Phượng|Thành phố Hà Nội
153.00009832|Thị trấn Trạm Trôi|Huyện Hoài Đức|Thành phố Hà Nội
153.00009835|Xã Đức Thượng|Huyện Hoài Đức|Thành phố Hà Nội
153.00009838|Xã Minh Khai|Huyện Hoài Đức|Thành phố Hà Nội
153.00009841|Xã Dương Liễu|Huyện Hoài Đức|Thành phố Hà Nội
153.00009844|Xã Di Trạch|Huyện Hoài Đức|Thành phố Hà Nội
153.00009847|Xã Đức Giang|Huyện Hoài Đức|Thành phố Hà Nội
153.00009850|Xã Cát Quế|Huyện Hoài Đức|Thành phố Hà Nội
153.00009853|Xã Kim Chung|Huyện Hoài Đức|Thành phố Hà Nội
153.00009856|Xã Yên Sở|Huyện Hoài Đức|Thành phố Hà Nội
153.00009859|Xã Sơn Đồng|Huyện Hoài Đức|Thành phố Hà Nội
153.00009862|Xã Vân Canh|Huyện Hoài Đức|Thành phố Hà Nội
153.00009865|Xã Đắc Sở|Huyện Hoài Đức|Thành phố Hà Nội
153.00009868|Xã Lại Yên|Huyện Hoài Đức|Thành phố Hà Nội
153.00009871|Xã Tiền Yên|Huyện Hoài Đức|Thành phố Hà Nội
153.00009874|Xã Song Phương|Huyện Hoài Đức|Thành phố Hà Nội
153.00009877|Xã An Khánh|Huyện Hoài Đức|Thành phố Hà Nội
153.00009880|Xã An Thượng|Huyện Hoài Đức|Thành phố Hà Nội
153.00009883|Xã Vân Côn|Huyện Hoài Đức|Thành phố Hà Nội
153.00009889|Xã La Phù|Huyện Hoài Đức|Thành phố Hà Nội
153.00009892|Xã Đông La|Huyện Hoài Đức|Thành phố Hà Nội
153.00004939|Xã Đông Xuân|Huyện Quốc Oai|Thành phố Hà Nội
153.00009895|Thị trấn Quốc Oai|Huyện Quốc Oai|Thành phố Hà Nội
153.00009898|Xã Sài Sơn|Huyện Quốc Oai|Thành phố Hà Nội
153.00009901|Xã Phượng Cách|Huyện Quốc Oai|Thành phố Hà Nội
153.00009904|Xã Yên Sơn|Huyện Quốc Oai|Thành phố Hà Nội
153.00009907|Xã Ngọc Liệp|Huyện Quốc Oai|Thành phố Hà Nội
153.00009910|Xã Ngọc Mỹ|Huyện Quốc Oai|Thành phố Hà Nội
153.00009913|Xã Liệp Tuyết|Huyện Quốc Oai|Thành phố Hà Nội
153.00009916|Xã Thạch Thán|Huyện Quốc Oai|Thành phố Hà Nội
153.00009919|Xã Đồng Quang|Huyện Quốc Oai|Thành phố Hà Nội
153.00009922|Xã Phú Cát|Huyện Quốc Oai|Thành phố Hà Nội
153.00009925|Xã Tuyết Nghĩa|Huyện Quốc Oai|Thành phố Hà Nội
153.00009928|Xã Nghĩa Hương|Huyện Quốc Oai|Thành phố Hà Nội
153.00009931|Xã Cộng Hòa|Huyện Quốc Oai|Thành phố Hà Nội
153.00009934|Xã Tân Phú|Huyện Quốc Oai|Thành phố Hà Nội
153.00009937|Xã Đại Thành|Huyện Quốc Oai|Thành phố Hà Nội
153.00009940|Xã Phú Mãn|Huyện Quốc Oai|Thành phố Hà Nội
153.00009943|Xã Cấn Hữu|Huyện Quốc Oai|Thành phố Hà Nội
153.00009946|Xã Tân Hòa|Huyện Quốc Oai|Thành phố Hà Nội
153.00009949|Xã Hòa Thạch|Huyện Quốc Oai|Thành phố Hà Nội
153.00009952|Xã Đông Yên|Huyện Quốc Oai|Thành phố Hà Nội
153.00004927|Xã Yên Trung|Huyện Thạch Thất|Thành phố Hà Nội
153.00004930|Xã Yên Bình|Huyện Thạch Thất|Thành phố Hà Nội
153.00004936|Xã Tiến Xuân|Huyện Thạch Thất|Thành phố Hà Nội
153.00009955|Thị trấn Liên Quan|Huyện Thạch Thất|Thành phố Hà Nội
153.00009958|Xã Đại Đồng|Huyện Thạch Thất|Thành phố Hà Nội
153.00009961|Xã Cẩm Yên|Huyện Thạch Thất|Thành phố Hà Nội
153.00009964|Xã Lại Thượng|Huyện Thạch Thất|Thành phố Hà Nội
153.00009967|Xã Phú Kim|Huyện Thạch Thất|Thành phố Hà Nội
153.00009970|Xã Hương Ngải|Huyện Thạch Thất|Thành phố Hà Nội
153.00009973|Xã Canh Nậu|Huyện Thạch Thất|Thành phố Hà Nội
153.00009976|Xã Kim Quan|Huyện Thạch Thất|Thành phố Hà Nội
153.00009979|Xã Dị Nậu|Huyện Thạch Thất|Thành phố Hà Nội
153.00009982|Xã Bình Yên|Huyện Thạch Thất|Thành phố Hà Nội
153.00009985|Xã Chàng Sơn|Huyện Thạch Thất|Thành phố Hà Nội
153.00009988|Xã Thạch Hòa|Huyện Thạch Thất|Thành phố Hà Nội
153.00009991|Xã Cần Kiệm|Huyện Thạch Thất|Thành phố Hà Nội
153.00009994|Xã Hữu Bằng|Huyện Thạch Thất|Thành phố Hà Nội
153.00009997|Xã Phùng Xá|Huyện Thạch Thất|Thành phố Hà Nội
153.00010000|Xã Tân Xã|Huyện Thạch Thất|Thành phố Hà Nội
153.00010003|Xã Thạch Xá|Huyện Thạch Thất|Thành phố Hà Nội
153.00010006|Xã Bình Phú|Huyện Thạch Thất|Thành phố Hà Nội
153.00010009|Xã Hạ Bằng|Huyện Thạch Thất|Thành phố Hà Nội
153.00010012|Xã Đồng Trúc|Huyện Thạch Thất|Thành phố Hà Nội
153.00010015|Thị trấn Chúc Sơn|Huyện Chương Mỹ|Thành phố Hà Nội
153.00010018|Thị trấn Xuân Mai|Huyện Chương Mỹ|Thành phố Hà Nội
153.00010021|Xã Phụng Châu|Huyện Chương Mỹ|Thành phố Hà Nội
153.00010024|Xã Tiên Phương|Huyện Chương Mỹ|Thành phố Hà Nội
153.00010027|Xã Đông Sơn|Huyện Chương Mỹ|Thành phố Hà Nội
153.00010030|Xã Đông Phương Yên|Huyện Chương Mỹ|Thành phố Hà Nội
153.00010033|Xã Phú Nghĩa|Huyện Chương Mỹ|Thành phố Hà Nội
153.00010039|Xã Trường Yên|Huyện Chương Mỹ|Thành phố Hà Nội
153.00010042|Xã Ngọc Hòa|Huyện Chương Mỹ|Thành phố Hà Nội
153.00010045|Xã Thủy Xuân Tiên|Huyện Chương Mỹ|Thành phố Hà Nội
153.00010048|Xã Thanh Bình|Huyện Chương Mỹ|Thành phố Hà Nội
153.00010051|Xã Trung Hòa|Huyện Chương Mỹ|Thành phố Hà Nội
153.00010054|Xã Đại Yên|Huyện Chương Mỹ|Thành phố Hà Nội
153.00010057|Xã Thụy Hương|Huyện Chương Mỹ|Thành phố Hà Nội
153.00010060|Xã Tốt Động|Huyện Chương Mỹ|Thành phố Hà Nội
153.00010063|Xã Lam Điền|Huyện Chương Mỹ|Thành phố Hà Nội
153.00010066|Xã Tân Tiến|Huyện Chương Mỹ|Thành phố Hà Nội
153.00010069|Xã Nam Phương Tiến|Huyện Chương Mỹ|Thành phố Hà Nội
153.00010072|Xã Hợp Đồng|Huyện Chương Mỹ|Thành phố Hà Nội
153.00010075|Xã Hòang Văn Thụ|Huyện Chương Mỹ|Thành phố Hà Nội
153.00010078|Xã Hòang Diệu|Huyện Chương Mỹ|Thành phố Hà Nội
153.00010081|Xã Hữu Văn|Huyện Chương Mỹ|Thành phố Hà Nội
153.00010084|Xã Quảng Bị|Huyện Chương Mỹ|Thành phố Hà Nội
153.00010087|Xã Mỹ Lương|Huyện Chương Mỹ|Thành phố Hà Nội
153.00010090|Xã Thượng Vực|Huyện Chương Mỹ|Thành phố Hà Nội
153.00010093|Xã Hồng Phong|Huyện Chương Mỹ|Thành phố Hà Nội
153.00010096|Xã Đồng Phú|Huyện Chương Mỹ|Thành phố Hà Nội
153.00010099|Xã Trần Phú|Huyện Chương Mỹ|Thành phố Hà Nội
153.00010102|Xã Văn Võ|Huyện Chương Mỹ|Thành phố Hà Nội
153.00010105|Xã Đồng Lạc|Huyện Chương Mỹ|Thành phố Hà Nội
153.00010108|Xã Hòa Chính|Huyện Chương Mỹ|Thành phố Hà Nội
153.00010111|Xã Phú Nam An|Huyện Chương Mỹ|Thành phố Hà Nội
153.00010114|Thị trấn Kim Bài|Huyện Thanh Oai|Thành phố Hà Nội
153.00010120|Xã Cự Khê|Huyện Thanh Oai|Thành phố Hà Nội
153.00010126|Xã Bích Hòa|Huyện Thanh Oai|Thành phố Hà Nội
153.00010129|Xã Mỹ Hưng|Huyện Thanh Oai|Thành phố Hà Nội
153.00010132|Xã Cao Viên|Huyện Thanh Oai|Thành phố Hà Nội
153.00010135|Xã Bình Minh|Huyện Thanh Oai|Thành phố Hà Nội
153.00010138|Xã Tam Hưng|Huyện Thanh Oai|Thành phố Hà Nội
153.00010141|Xã Thanh Cao|Huyện Thanh Oai|Thành phố Hà Nội
153.00010144|Xã Thanh Thùy|Huyện Thanh Oai|Thành phố Hà Nội
153.00010147|Xã Thanh Mai|Huyện Thanh Oai|Thành phố Hà Nội
153.00010150|Xã Thanh Văn|Huyện Thanh Oai|Thành phố Hà Nội
153.00010153|Xã Đỗ Động|Huyện Thanh Oai|Thành phố Hà Nội
153.00010156|Xã Kim An|Huyện Thanh Oai|Thành phố Hà Nội
153.00010159|Xã Kim Thư|Huyện Thanh Oai|Thành phố Hà Nội
153.00010162|Xã Phương Trung|Huyện Thanh Oai|Thành phố Hà Nội
153.00010165|Xã Tân Ước|Huyện Thanh Oai|Thành phố Hà Nội
153.00010168|Xã Dân Hòa|Huyện Thanh Oai|Thành phố Hà Nội
153.00010171|Xã Liên Châu|Huyện Thanh Oai|Thành phố Hà Nội
153.00010174|Xã Cao Dương|Huyện Thanh Oai|Thành phố Hà Nội
153.00010177|Xã Xuân Dương|Huyện Thanh Oai|Thành phố Hà Nội
153.00010180|Xã Hồng Dương|Huyện Thanh Oai|Thành phố Hà Nội
153.00010183|Thị trấn Thường Tín|Huyện Thường Tín|Thành phố Hà Nội
153.00010186|Xã Ninh Sở|Huyện Thường Tín|Thành phố Hà Nội
153.00010189|Xã Nhị Khê|Huyện Thường Tín|Thành phố Hà Nội
153.00010192|Xã Duyên Thái|Huyện Thường Tín|Thành phố Hà Nội
153.00010195|Xã Khánh Hà|Huyện Thường Tín|Thành phố Hà Nội
153.00010198|Xã Hòa Bình|Huyện Thường Tín|Thành phố Hà Nội
153.00010201|Xã Văn Bình|Huyện Thường Tín|Thành phố Hà Nội
153.00010204|Xã Hiền Giang|Huyện Thường Tín|Thành phố Hà Nội
153.00010207|Xã Hồng Vân|Huyện Thường Tín|Thành phố Hà Nội
153.00010210|Xã Vân Tảo|Huyện Thường Tín|Thành phố Hà Nội
153.00010213|Xã Liên Phương|Huyện Thường Tín|Thành phố Hà Nội
153.00010216|Xã Văn Phú|Huyện Thường Tín|Thành phố Hà Nội
153.00010219|Xã Tự Nhiên|Huyện Thường Tín|Thành phố Hà Nội
153.00010222|Xã Tiền Phong|Huyện Thường Tín|Thành phố Hà Nội
153.00010225|Xã Hà Hồi|Huyện Thường Tín|Thành phố Hà Nội
153.00010228|Xã Thư Phú|Huyện Thường Tín|Thành phố Hà Nội
153.00010231|Xã Nguyễn Trãi|Huyện Thường Tín|Thành phố Hà Nội
153.00010234|Xã Quất Động|Huyện Thường Tín|Thành phố Hà Nội
153.00010237|Xã Chương Dương|Huyện Thường Tín|Thành phố Hà Nội
153.00010240|Xã Tân Minh|Huyện Thường Tín|Thành phố Hà Nội
153.00010243|Xã Lê Lợi|Huyện Thường Tín|Thành phố Hà Nội
153.00010246|Xã Thắng Lợi|Huyện Thường Tín|Thành phố Hà Nội
153.00010249|Xã Dũng Tiến|Huyện Thường Tín|Thành phố Hà Nội
153.00010252|Xã Thống Nhất|Huyện Thường Tín|Thành phố Hà Nội
153.00010255|Xã Nghiêm Xuyên|Huyện Thường Tín|Thành phố Hà Nội
153.00010258|Xã Tô Hiệu|Huyện Thường Tín|Thành phố Hà Nội
153.00010261|Xã Văn Tự|Huyện Thường Tín|Thành phố Hà Nội
153.00010264|Xã Vạn Điểm|Huyện Thường Tín|Thành phố Hà Nội
153.00010267|Xã Minh Cường|Huyện Thường Tín|Thành phố Hà Nội
153.00010270|Thị trấn Phú Minh|Huyện Phú Xuyên|Thành phố Hà Nội
153.00010273|Thị trấn Phú Xuyên|Huyện Phú Xuyên|Thành phố Hà Nội
153.00010276|Xã Hồng Minh|Huyện Phú Xuyên|Thành phố Hà Nội
153.00010279|Xã Phượng Dực|Huyện Phú Xuyên|Thành phố Hà Nội
153.00010282|Xã Nam Tiến|Huyện Phú Xuyên|Thành phố Hà Nội
153.00010288|Xã Tri Trung|Huyện Phú Xuyên|Thành phố Hà Nội
153.00010291|Xã Đại Thắng|Huyện Phú Xuyên|Thành phố Hà Nội
153.00010294|Xã Phú Túc|Huyện Phú Xuyên|Thành phố Hà Nội
153.00010297|Xã Văn Hòang|Huyện Phú Xuyên|Thành phố Hà Nội
153.00010300|Xã Hồng Thái|Huyện Phú Xuyên|Thành phố Hà Nội
153.00010303|Xã Hòang Long|Huyện Phú Xuyên|Thành phố Hà Nội
153.00010306|Xã Quang Trung|Huyện Phú Xuyên|Thành phố Hà Nội
153.00010309|Xã Nam Phong|Huyện Phú Xuyên|Thành phố Hà Nội
153.00010312|Xã Nam Triều|Huyện Phú Xuyên|Thành phố Hà Nội
153.00010315|Xã Tân Dân|Huyện Phú Xuyên|Thành phố Hà Nội
153.00010318|Xã Sơn Hà|Huyện Phú Xuyên|Thành phố Hà Nội
153.00010321|Xã Chuyên Mỹ|Huyện Phú Xuyên|Thành phố Hà Nội
153.00010324|Xã Khai Thái|Huyện Phú Xuyên|Thành phố Hà Nội
153.00010327|Xã Phúc Tiến|Huyện Phú Xuyên|Thành phố Hà Nội
153.00010330|Xã Vân Từ|Huyện Phú Xuyên|Thành phố Hà Nội
153.00010333|Xã Tri Thủy|Huyện Phú Xuyên|Thành phố Hà Nội
153.00010336|Xã Đại Xuyên|Huyện Phú Xuyên|Thành phố Hà Nội
153.00010339|Xã Phú Yên|Huyện Phú Xuyên|Thành phố Hà Nội
153.00010342|Xã Bạch Hạ|Huyện Phú Xuyên|Thành phố Hà Nội
153.00010345|Xã Quang Lãng|Huyện Phú Xuyên|Thành phố Hà Nội
153.00010348|Xã Châu Can|Huyện Phú Xuyên|Thành phố Hà Nội
153.00010351|Xã Minh Tân|Huyện Phú Xuyên|Thành phố Hà Nội
153.00010354|Thị trấn Vân Đình|Huyện Ứng Hòa|Thành phố Hà Nội
153.00010357|Xã Viên An|Huyện Ứng Hòa|Thành phố Hà Nội
153.00010360|Xã Viên Nội|Huyện Ứng Hòa|Thành phố Hà Nội
153.00010363|Xã Hoa Sơn|Huyện Ứng Hòa|Thành phố Hà Nội
153.00010366|Xã Quảng Phú Cầu|Huyện Ứng Hòa|Thành phố Hà Nội
153.00010369|Xã Trường Thịnh|Huyện Ứng Hòa|Thành phố Hà Nội
153.00010372|Xã Cao Thành|Huyện Ứng Hòa|Thành phố Hà Nội
153.00010375|Xã Liên Bạt|Huyện Ứng Hòa|Thành phố Hà Nội
153.00010378|Xã Sơn Công|Huyện Ứng Hòa|Thành phố Hà Nội
153.00010381|Xã Đồng Tiến|Huyện Ứng Hòa|Thành phố Hà Nội
153.00010384|Xã Phương Tú|Huyện Ứng Hòa|Thành phố Hà Nội
153.00010387|Xã Trung Tú|Huyện Ứng Hòa|Thành phố Hà Nội
153.00010390|Xã Đồng Tân|Huyện Ứng Hòa|Thành phố Hà Nội
153.00010393|Xã Tảo Dương Văn|Huyện Ứng Hòa|Thành phố Hà Nội
153.00010396|Xã Vạn Thái|Huyện Ứng Hòa|Thành phố Hà Nội
153.00010399|Xã Minh Đức|Huyện Ứng Hòa|Thành phố Hà Nội
153.00010402|Xã Hòa Lâm|Huyện Ứng Hòa|Thành phố Hà Nội
153.00010405|Xã Hòa Xá|Huyện Ứng Hòa|Thành phố Hà Nội
153.00010408|Xã Trầm Lộng|Huyện Ứng Hòa|Thành phố Hà Nội
153.00010411|Xã Kim Đường|Huyện Ứng Hòa|Thành phố Hà Nội
153.00010414|Xã Hòa Nam|Huyện Ứng Hòa|Thành phố Hà Nội
153.00010417|Xã Hòa Phú|Huyện Ứng Hòa|Thành phố Hà Nội
153.00010420|Xã Đội Bình|Huyện Ứng Hòa|Thành phố Hà Nội
153.00010423|Xã Đại Hùng|Huyện Ứng Hòa|Thành phố Hà Nội
153.00010426|Xã Đông Lỗ|Huyện Ứng Hòa|Thành phố Hà Nội
153.00010429|Xã Phù Lưu|Huyện Ứng Hòa|Thành phố Hà Nội
153.00010432|Xã Đại Cường|Huyện Ứng Hòa|Thành phố Hà Nội
153.00010435|Xã Lưu Hòang|Huyện Ứng Hòa|Thành phố Hà Nội
153.00010438|Xã Hồng Quang|Huyện Ứng Hòa|Thành phố Hà Nội
153.00010441|Thị trấn Đại Nghĩa|Huyện Mỹ Đức|Thành phố Hà Nội
153.00010444|Xã Đồng Tâm|Huyện Mỹ Đức|Thành phố Hà Nội
153.00010447|Xã Thượng Lâm|Huyện Mỹ Đức|Thành phố Hà Nội
153.00010450|Xã Tuy Lai|Huyện Mỹ Đức|Thành phố Hà Nội
153.00010453|Xã Phúc Lâm|Huyện Mỹ Đức|Thành phố Hà Nội
153.00010456|Xã Mỹ Thành|Huyện Mỹ Đức|Thành phố Hà Nội
153.00010459|Xã Bột Xuyên|Huyện Mỹ Đức|Thành phố Hà Nội
153.00010462|Xã An Mỹ|Huyện Mỹ Đức|Thành phố Hà Nội
153.00010465|Xã Hồng Sơn|Huyện Mỹ Đức|Thành phố Hà Nội
153.00010468|Xã Lê Thanh|Huyện Mỹ Đức|Thành phố Hà Nội
153.00010471|Xã Xuy Xá|Huyện Mỹ Đức|Thành phố Hà Nội
153.00010474|Xã Phùng Xá|Huyện Mỹ Đức|Thành phố Hà Nội
153.00010477|Xã Phù Lưu Tế|Huyện Mỹ Đức|Thành phố Hà Nội
153.00010480|Xã Đại Hưng|Huyện Mỹ Đức|Thành phố Hà Nội
153.00010483|Xã Vạn Kim|Huyện Mỹ Đức|Thành phố Hà Nội
153.00010486|Xã Đốc Tín|Huyện Mỹ Đức|Thành phố Hà Nội
153.00010489|Xã Hương Sơn|Huyện Mỹ Đức|Thành phố Hà Nội
153.00010492|Xã Hùng Tiến|Huyện Mỹ Đức|Thành phố Hà Nội
153.00010495|Xã An Tiến|Huyện Mỹ Đức|Thành phố Hà Nội
153.00010498|Xã Hợp Tiến|Huyện Mỹ Đức|Thành phố Hà Nội
153.00010501|Xã Hợp Thanh|Huyện Mỹ Đức|Thành phố Hà Nội
153.00010504|Xã An Phú|Huyện Mỹ Đức|Thành phố Hà Nội
153.00000688|Phường Quang Trung|Thành phố Hà Giang|Tỉnh Hà Giang
153.00000691|Phường Trần Phú|Thành phố Hà Giang|Tỉnh Hà Giang
153.00000692|Phường Ngọc Hà|Thành phố Hà Giang|Tỉnh Hà Giang
153.00000694|Phường Nguyễn Trãi|Thành phố Hà Giang|Tỉnh Hà Giang
153.00000697|Phường Minh Khai|Thành phố Hà Giang|Tỉnh Hà Giang
153.00000700|Xã Ngọc Đường|Thành phố Hà Giang|Tỉnh Hà Giang
153.00000946|Xã Phương Độ|Thành phố Hà Giang|Tỉnh Hà Giang
153.00000949|Xã Phương Thiện|Thành phố Hà Giang|Tỉnh Hà Giang
153.00000712|Thị trấn Phó Bảng|Huyện Đồng Văn|Tỉnh Hà Giang
153.00000715|Xã Lũng Cú|Huyện Đồng Văn|Tỉnh Hà Giang
153.00000718|Xã Má Lé|Huyện Đồng Văn|Tỉnh Hà Giang
153.00000721|Thị trấn Đồng Văn|Huyện Đồng Văn|Tỉnh Hà Giang
153.00000724|Xã Lũng Táo|Huyện Đồng Văn|Tỉnh Hà Giang
153.00000727|Xã Phố Là|Huyện Đồng Văn|Tỉnh Hà Giang
153.00000730|Xã Thài Phìn Tủng|Huyện Đồng Văn|Tỉnh Hà Giang
153.00000733|Xã Sủng Là|Huyện Đồng Văn|Tỉnh Hà Giang
153.00000736|Xã Xà Phìn|Huyện Đồng Văn|Tỉnh Hà Giang
153.00000739|Xã Tả Phìn|Huyện Đồng Văn|Tỉnh Hà Giang
153.00000742|Xã Tả Lủng|Huyện Đồng Văn|Tỉnh Hà Giang
153.00000745|Xã Phố Cáo|Huyện Đồng Văn|Tỉnh Hà Giang
153.00000748|Xã Sính Lủng|Huyện Đồng Văn|Tỉnh Hà Giang
153.00000751|Xã Sảng Tủng|Huyện Đồng Văn|Tỉnh Hà Giang
153.00000754|Xã Lũng Thầu|Huyện Đồng Văn|Tỉnh Hà Giang
153.00000757|Xã Hố Quáng Phìn|Huyện Đồng Văn|Tỉnh Hà Giang
153.00000760|Xã Vần Chải|Huyện Đồng Văn|Tỉnh Hà Giang
153.00000763|Xã Lũng Phìn|Huyện Đồng Văn|Tỉnh Hà Giang
153.00000766|Xã Sủng Trái|Huyện Đồng Văn|Tỉnh Hà Giang
153.00000769|Thị trấn Mèo Vạc|Huyện Mèo Vạc|Tỉnh Hà Giang
153.00000772|Xã Thượng Phùng|Huyện Mèo Vạc|Tỉnh Hà Giang
153.00000775|Xã Pải Lủng|Huyện Mèo Vạc|Tỉnh Hà Giang
153.00000778|Xã Xín Cái|Huyện Mèo Vạc|Tỉnh Hà Giang
153.00000781|Xã Pả Vi|Huyện Mèo Vạc|Tỉnh Hà Giang
